YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2018,1,AK,Total Electric Power Industry,Coal (Short Tons),"38,059"
2018,1,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,896,782"
2018,1,AK,Total Electric Power Industry,Petroleum (Barrels),"159,092"
2018,1,AL,Total Electric Power Industry,Coal (Short Tons),"1,886,769"
2018,1,AL,Total Electric Power Industry,Natural Gas (Mcf),"32,863,042"
2018,1,AL,Total Electric Power Industry,Other Gases (Billion Btu),1
2018,1,AL,Total Electric Power Industry,Petroleum (Barrels),"88,319"
2018,1,AR,Total Electric Power Industry,Coal (Short Tons),"1,692,923"
2018,1,AR,Total Electric Power Industry,Natural Gas (Mcf),"10,732,630"
2018,1,AR,Total Electric Power Industry,Petroleum (Barrels),"8,952"
2018,1,AZ,Total Electric Power Industry,Coal (Short Tons),"1,492,309"
2018,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),"11,989,982"
2018,1,AZ,Total Electric Power Industry,Petroleum (Barrels),"10,070"
2018,1,CA,Total Electric Power Industry,Coal (Short Tons),"5,371"
2018,1,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,287"
2018,1,CA,Total Electric Power Industry,Natural Gas (Mcf),"49,548,861"
2018,1,CA,Total Electric Power Industry,Other Gases (Billion Btu),673
2018,1,CA,Total Electric Power Industry,Petroleum (Barrels),"5,883"
2018,1,CO,Total Electric Power Industry,Coal (Short Tons),"1,312,133"
2018,1,CO,Total Electric Power Industry,Natural Gas (Mcf),"10,110,944"
2018,1,CO,Total Electric Power Industry,Petroleum (Barrels),"3,988"
2018,1,CT,Total Electric Power Industry,Coal (Short Tons),"101,353"
2018,1,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,634,355"
2018,1,CT,Total Electric Power Industry,Petroleum (Barrels),"396,619"
2018,1,DC,Total Electric Power Industry,Natural Gas (Mcf),"53,778"
2018,1,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,1,DE,Total Electric Power Industry,Coal (Short Tons),"46,135"
2018,1,DE,Total Electric Power Industry,Natural Gas (Mcf),"2,232,259"
2018,1,DE,Total Electric Power Industry,Other Gases (Billion Btu),95
2018,1,DE,Total Electric Power Industry,Petroleum (Barrels),"201,648"
2018,1,FL,Total Electric Power Industry,Coal (Short Tons),"1,439,724"
2018,1,FL,Total Electric Power Industry,Natural Gas (Mcf),"90,733,339"
2018,1,FL,Total Electric Power Industry,Other Gases (Billion Btu),2
2018,1,FL,Total Electric Power Industry,Petroleum (Barrels),"651,989"
2018,1,GA,Total Electric Power Industry,Coal (Short Tons),"1,834,973"
2018,1,GA,Total Electric Power Industry,Natural Gas (Mcf),"31,540,500"
2018,1,GA,Total Electric Power Industry,Petroleum (Barrels),"224,763"
2018,1,HI,Total Electric Power Industry,Coal (Short Tons),"65,520"
2018,1,HI,Total Electric Power Industry,Geothermal (Billion Btu),252
2018,1,HI,Total Electric Power Industry,Other Gases (Billion Btu),20
2018,1,HI,Total Electric Power Industry,Petroleum (Barrels),"865,483"
2018,1,IA,Total Electric Power Industry,Coal (Short Tons),"1,349,509"
2018,1,IA,Total Electric Power Industry,Natural Gas (Mcf),"3,179,249"
2018,1,IA,Total Electric Power Industry,Petroleum (Barrels),"18,482"
2018,1,ID,Total Electric Power Industry,Coal (Short Tons),508
2018,1,ID,Total Electric Power Industry,Geothermal (Billion Btu),61
2018,1,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,536,037"
2018,1,ID,Total Electric Power Industry,Petroleum (Barrels),0
2018,1,IL,Total Electric Power Industry,Coal (Short Tons),"3,530,936"
2018,1,IL,Total Electric Power Industry,Natural Gas (Mcf),"13,094,560"
2018,1,IL,Total Electric Power Industry,Other Gases (Billion Btu),46
2018,1,IL,Total Electric Power Industry,Petroleum (Barrels),"37,570"
2018,1,IN,Total Electric Power Industry,Coal (Short Tons),"4,067,243"
2018,1,IN,Total Electric Power Industry,Natural Gas (Mcf),"16,003,248"
2018,1,IN,Total Electric Power Industry,Other Gases (Billion Btu),835
2018,1,IN,Total Electric Power Industry,Petroleum (Barrels),"29,755"
2018,1,KS,Total Electric Power Industry,Coal (Short Tons),"1,294,447"
2018,1,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,472,788"
2018,1,KS,Total Electric Power Industry,Petroleum (Barrels),"23,978"
2018,1,KY,Total Electric Power Industry,Coal (Short Tons),"2,680,244"
2018,1,KY,Total Electric Power Industry,Natural Gas (Mcf),"14,578,598"
2018,1,KY,Total Electric Power Industry,Petroleum (Barrels),"18,464"
2018,1,LA,Total Electric Power Industry,Coal (Short Tons),"875,096"
2018,1,LA,Total Electric Power Industry,Natural Gas (Mcf),"38,270,759"
2018,1,LA,Total Electric Power Industry,Other Gases (Billion Btu),921
2018,1,LA,Total Electric Power Industry,Petroleum (Barrels),"874,105"
2018,1,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,1,MA,Total Electric Power Industry,Natural Gas (Mcf),"12,081,001"
2018,1,MA,Total Electric Power Industry,Petroleum (Barrels),"622,601"
2018,1,MD,Total Electric Power Industry,Coal (Short Tons),"671,901"
2018,1,MD,Total Electric Power Industry,Natural Gas (Mcf),"4,282,577"
2018,1,MD,Total Electric Power Industry,Petroleum (Barrels),"369,075"
2018,1,ME,Total Electric Power Industry,Coal (Short Tons),"2,414"
2018,1,ME,Total Electric Power Industry,Natural Gas (Mcf),"951,774"
2018,1,ME,Total Electric Power Industry,Petroleum (Barrels),"261,985"
2018,1,MI,Total Electric Power Industry,Coal (Short Tons),"2,407,276"
2018,1,MI,Total Electric Power Industry,Natural Gas (Mcf),"19,884,460"
2018,1,MI,Total Electric Power Industry,Other Gases (Billion Btu),897
2018,1,MI,Total Electric Power Industry,Petroleum (Barrels),"316,887"
2018,1,MN,Total Electric Power Industry,Coal (Short Tons),"1,371,951"
2018,1,MN,Total Electric Power Industry,Natural Gas (Mcf),"4,607,575"
2018,1,MN,Total Electric Power Industry,Petroleum (Barrels),"8,763"
2018,1,MO,Total Electric Power Industry,Coal (Short Tons),"3,721,482"
2018,1,MO,Total Electric Power Industry,Natural Gas (Mcf),"4,372,416"
2018,1,MO,Total Electric Power Industry,Petroleum (Barrels),"54,907"
2018,1,MS,Total Electric Power Industry,Coal (Short Tons),"447,448"
2018,1,MS,Total Electric Power Industry,Natural Gas (Mcf),"36,025,702"
2018,1,MS,Total Electric Power Industry,Petroleum (Barrels),"8,168"
2018,1,MT,Total Electric Power Industry,Coal (Short Tons),"939,810"
2018,1,MT,Total Electric Power Industry,Natural Gas (Mcf),"340,381"
2018,1,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,1,MT,Total Electric Power Industry,Petroleum (Barrels),"70,318"
2018,1,NC,Total Electric Power Industry,Coal (Short Tons),"1,847,905"
2018,1,NC,Total Electric Power Industry,Natural Gas (Mcf),"24,221,085"
2018,1,NC,Total Electric Power Industry,Petroleum (Barrels),"630,550"
2018,1,ND,Total Electric Power Industry,Coal (Short Tons),"2,098,992"
2018,1,ND,Total Electric Power Industry,Natural Gas (Mcf),"533,884"
2018,1,ND,Total Electric Power Industry,Other Gases (Billion Btu),58
2018,1,ND,Total Electric Power Industry,Petroleum (Barrels),"3,960"
2018,1,NE,Total Electric Power Industry,Coal (Short Tons),"1,289,183"
2018,1,NE,Total Electric Power Industry,Natural Gas (Mcf),"490,402"
2018,1,NE,Total Electric Power Industry,Petroleum (Barrels),"2,915"
2018,1,NH,Total Electric Power Industry,Coal (Short Tons),"105,062"
2018,1,NH,Total Electric Power Industry,Natural Gas (Mcf),"936,515"
2018,1,NH,Total Electric Power Industry,Petroleum (Barrels),"233,703"
2018,1,NJ,Total Electric Power Industry,Coal (Short Tons),"78,706"
2018,1,NJ,Total Electric Power Industry,Natural Gas (Mcf),"15,728,417"
2018,1,NJ,Total Electric Power Industry,Other Gases (Billion Btu),99
2018,1,NJ,Total Electric Power Industry,Petroleum (Barrels),"320,002"
2018,1,NM,Total Electric Power Industry,Coal (Short Tons),"459,368"
2018,1,NM,Total Electric Power Industry,Geothermal (Billion Btu),3
2018,1,NM,Total Electric Power Industry,Natural Gas (Mcf),"5,439,785"
2018,1,NM,Total Electric Power Industry,Petroleum (Barrels),"3,089"
2018,1,NV,Total Electric Power Industry,Coal (Short Tons),"48,761"
2018,1,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,850"
2018,1,NV,Total Electric Power Industry,Natural Gas (Mcf),"14,563,372"
2018,1,NV,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,1,NV,Total Electric Power Industry,Petroleum (Barrels),386
2018,1,NY,Total Electric Power Industry,Coal (Short Tons),"101,615"
2018,1,NY,Total Electric Power Industry,Natural Gas (Mcf),"26,448,748"
2018,1,NY,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,1,NY,Total Electric Power Industry,Petroleum (Barrels),"1,942,694"
2018,1,OH,Total Electric Power Industry,Coal (Short Tons),"2,668,157"
2018,1,OH,Total Electric Power Industry,Natural Gas (Mcf),"26,037,202"
2018,1,OH,Total Electric Power Industry,Other Gases (Billion Btu),238
2018,1,OH,Total Electric Power Industry,Petroleum (Barrels),"217,723"
2018,1,OK,Total Electric Power Industry,Coal (Short Tons),"1,130,246"
2018,1,OK,Total Electric Power Industry,Natural Gas (Mcf),"18,213,893"
2018,1,OK,Total Electric Power Industry,Petroleum (Barrels),"2,189"
2018,1,OR,Total Electric Power Industry,Coal (Short Tons),0
2018,1,OR,Total Electric Power Industry,Geothermal (Billion Btu),147
2018,1,OR,Total Electric Power Industry,Natural Gas (Mcf),"10,362,200"
2018,1,OR,Total Electric Power Industry,Petroleum (Barrels),47
2018,1,PA,Total Electric Power Industry,Coal (Short Tons),"2,597,617"
2018,1,PA,Total Electric Power Industry,Natural Gas (Mcf),"36,903,939"
2018,1,PA,Total Electric Power Industry,Other Gases (Billion Btu),163
2018,1,PA,Total Electric Power Industry,Petroleum (Barrels),"661,288"
2018,1,RI,Total Electric Power Industry,Coal (Short Tons),0
2018,1,RI,Total Electric Power Industry,Natural Gas (Mcf),"3,298,422"
2018,1,RI,Total Electric Power Industry,Petroleum (Barrels),"77,364"
2018,1,SC,Total Electric Power Industry,Coal (Short Tons),"846,437"
2018,1,SC,Total Electric Power Industry,Natural Gas (Mcf),"11,189,731"
2018,1,SC,Total Electric Power Industry,Petroleum (Barrels),"312,207"
2018,1,SD,Total Electric Power Industry,Coal (Short Tons),"160,643"
2018,1,SD,Total Electric Power Industry,Natural Gas (Mcf),"548,886"
2018,1,SD,Total Electric Power Industry,Petroleum (Barrels),356
2018,1,TN,Total Electric Power Industry,Coal (Short Tons),"1,538,149"
2018,1,TN,Total Electric Power Industry,Natural Gas (Mcf),"9,463,040"
2018,1,TN,Total Electric Power Industry,Other Gases (Billion Btu),3
2018,1,TN,Total Electric Power Industry,Petroleum (Barrels),"38,165"
2018,1,TX,Total Electric Power Industry,Coal (Short Tons),"7,105,867"
2018,1,TX,Total Electric Power Industry,Natural Gas (Mcf),"127,494,075"
2018,1,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,183"
2018,1,TX,Total Electric Power Industry,Petroleum (Barrels),"34,951"
2018,1,US-Total,Total Electric Power Industry,Coal (Short Tons),"64,516,640"
2018,1,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,966"
2018,1,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"804,466,378"
2018,1,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"5,695"
2018,1,US-Total,Total Electric Power Industry,Petroleum (Barrels),"10,790,473"
2018,1,UT,Total Electric Power Industry,Coal (Short Tons),"1,093,611"
2018,1,UT,Total Electric Power Industry,Geothermal (Billion Btu),366
2018,1,UT,Total Electric Power Industry,Natural Gas (Mcf),"4,292,482"
2018,1,UT,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,1,UT,Total Electric Power Industry,Petroleum (Barrels),"5,979"
2018,1,VA,Total Electric Power Industry,Coal (Short Tons),"668,334"
2018,1,VA,Total Electric Power Industry,Natural Gas (Mcf),"27,852,586"
2018,1,VA,Total Electric Power Industry,Petroleum (Barrels),"878,290"
2018,1,VT,Total Electric Power Industry,Natural Gas (Mcf),989
2018,1,VT,Total Electric Power Industry,Petroleum (Barrels),"13,388"
2018,1,WA,Total Electric Power Industry,Coal (Short Tons),"454,685"
2018,1,WA,Total Electric Power Industry,Natural Gas (Mcf),"5,914,706"
2018,1,WA,Total Electric Power Industry,Other Gases (Billion Btu),206
2018,1,WA,Total Electric Power Industry,Petroleum (Barrels),"1,379"
2018,1,WI,Total Electric Power Industry,Coal (Short Tons),"1,984,825"
2018,1,WI,Total Electric Power Industry,Natural Gas (Mcf),"10,382,192"
2018,1,WI,Total Electric Power Industry,Petroleum (Barrels),"31,683"
2018,1,WV,Total Electric Power Industry,Coal (Short Tons),"2,712,060"
2018,1,WV,Total Electric Power Industry,Natural Gas (Mcf),"663,883"
2018,1,WV,Total Electric Power Industry,Other Gases (Billion Btu),7
2018,1,WV,Total Electric Power Industry,Petroleum (Barrels),"41,803"
2018,1,WY,Total Electric Power Industry,Coal (Short Tons),"2,250,883"
2018,1,WY,Total Electric Power Industry,Natural Gas (Mcf),"468,347"
2018,1,WY,Total Electric Power Industry,Other Gases (Billion Btu),246
2018,1,WY,Total Electric Power Industry,Petroleum (Barrels),"4,498"
2018,2,AK,Total Electric Power Industry,Coal (Short Tons),"33,141"
2018,2,AK,Total Electric Power Industry,Natural Gas (Mcf),"2,415,869"
2018,2,AK,Total Electric Power Industry,Petroleum (Barrels),"123,476"
2018,2,AL,Total Electric Power Industry,Coal (Short Tons),"1,174,363"
2018,2,AL,Total Electric Power Industry,Natural Gas (Mcf),"23,894,002"
2018,2,AL,Total Electric Power Industry,Other Gases (Billion Btu),5
2018,2,AL,Total Electric Power Industry,Petroleum (Barrels),"2,632"
2018,2,AR,Total Electric Power Industry,Coal (Short Tons),"1,002,715"
2018,2,AR,Total Electric Power Industry,Natural Gas (Mcf),"10,161,216"
2018,2,AR,Total Electric Power Industry,Petroleum (Barrels),"7,461"
2018,2,AZ,Total Electric Power Industry,Coal (Short Tons),"1,287,850"
2018,2,AZ,Total Electric Power Industry,Natural Gas (Mcf),"12,078,956"
2018,2,AZ,Total Electric Power Industry,Petroleum (Barrels),"10,543"
2018,2,CA,Total Electric Power Industry,Coal (Short Tons),"4,812"
2018,2,CA,Total Electric Power Industry,Geothermal (Billion Btu),"8,776"
2018,2,CA,Total Electric Power Industry,Natural Gas (Mcf),"43,767,133"
2018,2,CA,Total Electric Power Industry,Other Gases (Billion Btu),807
2018,2,CA,Total Electric Power Industry,Petroleum (Barrels),"13,629"
2018,2,CO,Total Electric Power Industry,Coal (Short Tons),"1,168,572"
2018,2,CO,Total Electric Power Industry,Natural Gas (Mcf),"9,611,654"
2018,2,CO,Total Electric Power Industry,Petroleum (Barrels),"2,929"
2018,2,CT,Total Electric Power Industry,Coal (Short Tons),"14,456"
2018,2,CT,Total Electric Power Industry,Natural Gas (Mcf),"9,829,807"
2018,2,CT,Total Electric Power Industry,Petroleum (Barrels),"11,759"
2018,2,DC,Total Electric Power Industry,Natural Gas (Mcf),"54,525"
2018,2,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,2,DE,Total Electric Power Industry,Coal (Short Tons),"2,836"
2018,2,DE,Total Electric Power Industry,Natural Gas (Mcf),"2,628,861"
2018,2,DE,Total Electric Power Industry,Other Gases (Billion Btu),65
2018,2,DE,Total Electric Power Industry,Petroleum (Barrels),"3,652"
2018,2,FL,Total Electric Power Industry,Coal (Short Tons),"772,828"
2018,2,FL,Total Electric Power Industry,Natural Gas (Mcf),"82,407,304"
2018,2,FL,Total Electric Power Industry,Other Gases (Billion Btu),1
2018,2,FL,Total Electric Power Industry,Petroleum (Barrels),"250,020"
2018,2,GA,Total Electric Power Industry,Coal (Short Tons),"834,728"
2018,2,GA,Total Electric Power Industry,Natural Gas (Mcf),"26,562,649"
2018,2,GA,Total Electric Power Industry,Petroleum (Barrels),"26,706"
2018,2,HI,Total Electric Power Industry,Coal (Short Tons),"60,558"
2018,2,HI,Total Electric Power Industry,Geothermal (Billion Btu),233
2018,2,HI,Total Electric Power Industry,Other Gases (Billion Btu),13
2018,2,HI,Total Electric Power Industry,Petroleum (Barrels),"819,902"
2018,2,IA,Total Electric Power Industry,Coal (Short Tons),"1,208,105"
2018,2,IA,Total Electric Power Industry,Natural Gas (Mcf),"2,729,411"
2018,2,IA,Total Electric Power Industry,Petroleum (Barrels),"19,317"
2018,2,ID,Total Electric Power Industry,Coal (Short Tons),485
2018,2,ID,Total Electric Power Industry,Geothermal (Billion Btu),57
2018,2,ID,Total Electric Power Industry,Natural Gas (Mcf),"1,230,826"
2018,2,ID,Total Electric Power Industry,Petroleum (Barrels),0
2018,2,IL,Total Electric Power Industry,Coal (Short Tons),"2,837,646"
2018,2,IL,Total Electric Power Industry,Natural Gas (Mcf),"9,743,669"
2018,2,IL,Total Electric Power Industry,Other Gases (Billion Btu),138
2018,2,IL,Total Electric Power Industry,Petroleum (Barrels),"7,257"
2018,2,IN,Total Electric Power Industry,Coal (Short Tons),"2,560,741"
2018,2,IN,Total Electric Power Industry,Natural Gas (Mcf),"12,990,638"
2018,2,IN,Total Electric Power Industry,Other Gases (Billion Btu),715
2018,2,IN,Total Electric Power Industry,Petroleum (Barrels),"11,772"
2018,2,KS,Total Electric Power Industry,Coal (Short Tons),"1,072,532"
2018,2,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,152,413"
2018,2,KS,Total Electric Power Industry,Petroleum (Barrels),"7,166"
2018,2,KY,Total Electric Power Industry,Coal (Short Tons),"1,907,005"
2018,2,KY,Total Electric Power Industry,Natural Gas (Mcf),"7,586,936"
2018,2,KY,Total Electric Power Industry,Petroleum (Barrels),"15,998"
2018,2,LA,Total Electric Power Industry,Coal (Short Tons),"566,746"
2018,2,LA,Total Electric Power Industry,Natural Gas (Mcf),"30,732,322"
2018,2,LA,Total Electric Power Industry,Other Gases (Billion Btu),925
2018,2,LA,Total Electric Power Industry,Petroleum (Barrels),"658,158"
2018,2,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,2,MA,Total Electric Power Industry,Natural Gas (Mcf),"13,251,092"
2018,2,MA,Total Electric Power Industry,Petroleum (Barrels),"5,244"
2018,2,MD,Total Electric Power Industry,Coal (Short Tons),"259,735"
2018,2,MD,Total Electric Power Industry,Natural Gas (Mcf),"8,125,555"
2018,2,MD,Total Electric Power Industry,Petroleum (Barrels),"10,726"
2018,2,ME,Total Electric Power Industry,Coal (Short Tons),"2,142"
2018,2,ME,Total Electric Power Industry,Natural Gas (Mcf),"2,302,458"
2018,2,ME,Total Electric Power Industry,Petroleum (Barrels),"1,627"
2018,2,MI,Total Electric Power Industry,Coal (Short Tons),"1,980,838"
2018,2,MI,Total Electric Power Industry,Natural Gas (Mcf),"15,211,088"
2018,2,MI,Total Electric Power Industry,Other Gases (Billion Btu),817
2018,2,MI,Total Electric Power Industry,Petroleum (Barrels),"295,291"
2018,2,MN,Total Electric Power Industry,Coal (Short Tons),"1,070,905"
2018,2,MN,Total Electric Power Industry,Natural Gas (Mcf),"3,900,210"
2018,2,MN,Total Electric Power Industry,Petroleum (Barrels),"21,811"
2018,2,MO,Total Electric Power Industry,Coal (Short Tons),"3,031,123"
2018,2,MO,Total Electric Power Industry,Natural Gas (Mcf),"6,788,876"
2018,2,MO,Total Electric Power Industry,Petroleum (Barrels),"8,747"
2018,2,MS,Total Electric Power Industry,Coal (Short Tons),"247,620"
2018,2,MS,Total Electric Power Industry,Natural Gas (Mcf),"25,976,810"
2018,2,MS,Total Electric Power Industry,Petroleum (Barrels),478
2018,2,MT,Total Electric Power Industry,Coal (Short Tons),"753,085"
2018,2,MT,Total Electric Power Industry,Natural Gas (Mcf),"289,550"
2018,2,MT,Total Electric Power Industry,Other Gases (Billion Btu),9
2018,2,MT,Total Electric Power Industry,Petroleum (Barrels),"67,192"
2018,2,NC,Total Electric Power Industry,Coal (Short Tons),"538,360"
2018,2,NC,Total Electric Power Industry,Natural Gas (Mcf),"22,607,974"
2018,2,NC,Total Electric Power Industry,Petroleum (Barrels),"17,545"
2018,2,ND,Total Electric Power Industry,Coal (Short Tons),"1,793,102"
2018,2,ND,Total Electric Power Industry,Natural Gas (Mcf),"341,363"
2018,2,ND,Total Electric Power Industry,Other Gases (Billion Btu),52
2018,2,ND,Total Electric Power Industry,Petroleum (Barrels),"4,584"
2018,2,NE,Total Electric Power Industry,Coal (Short Tons),"1,182,274"
2018,2,NE,Total Electric Power Industry,Natural Gas (Mcf),"279,106"
2018,2,NE,Total Electric Power Industry,Petroleum (Barrels),"1,418"
2018,2,NH,Total Electric Power Industry,Coal (Short Tons),"38,225"
2018,2,NH,Total Electric Power Industry,Natural Gas (Mcf),"242,064"
2018,2,NH,Total Electric Power Industry,Petroleum (Barrels),"4,977"
2018,2,NJ,Total Electric Power Industry,Coal (Short Tons),"35,661"
2018,2,NJ,Total Electric Power Industry,Natural Gas (Mcf),"20,898,672"
2018,2,NJ,Total Electric Power Industry,Other Gases (Billion Btu),92
2018,2,NJ,Total Electric Power Industry,Petroleum (Barrels),"8,022"
2018,2,NM,Total Electric Power Industry,Coal (Short Tons),"303,771"
2018,2,NM,Total Electric Power Industry,Geothermal (Billion Btu),7
2018,2,NM,Total Electric Power Industry,Natural Gas (Mcf),"5,719,030"
2018,2,NM,Total Electric Power Industry,Petroleum (Barrels),"2,800"
2018,2,NV,Total Electric Power Industry,Coal (Short Tons),"42,859"
2018,2,NV,Total Electric Power Industry,Geothermal (Billion Btu),"2,664"
2018,2,NV,Total Electric Power Industry,Natural Gas (Mcf),"12,914,416"
2018,2,NV,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,2,NV,Total Electric Power Industry,Petroleum (Barrels),416
2018,2,NY,Total Electric Power Industry,Coal (Short Tons),"6,719"
2018,2,NY,Total Electric Power Industry,Natural Gas (Mcf),"28,926,077"
2018,2,NY,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,2,NY,Total Electric Power Industry,Petroleum (Barrels),"52,761"
2018,2,OH,Total Electric Power Industry,Coal (Short Tons),"2,209,359"
2018,2,OH,Total Electric Power Industry,Natural Gas (Mcf),"22,117,413"
2018,2,OH,Total Electric Power Industry,Other Gases (Billion Btu),244
2018,2,OH,Total Electric Power Industry,Petroleum (Barrels),"108,786"
2018,2,OK,Total Electric Power Industry,Coal (Short Tons),"778,155"
2018,2,OK,Total Electric Power Industry,Natural Gas (Mcf),"17,637,701"
2018,2,OK,Total Electric Power Industry,Petroleum (Barrels),"2,327"
2018,2,OR,Total Electric Power Industry,Coal (Short Tons),0
2018,2,OR,Total Electric Power Industry,Geothermal (Billion Btu),136
2018,2,OR,Total Electric Power Industry,Natural Gas (Mcf),"7,327,141"
2018,2,OR,Total Electric Power Industry,Petroleum (Barrels),7
2018,2,PA,Total Electric Power Industry,Coal (Short Tons),"1,814,977"
2018,2,PA,Total Electric Power Industry,Natural Gas (Mcf),"39,682,764"
2018,2,PA,Total Electric Power Industry,Other Gases (Billion Btu),156
2018,2,PA,Total Electric Power Industry,Petroleum (Barrels),"28,008"
2018,2,RI,Total Electric Power Industry,Coal (Short Tons),0
2018,2,RI,Total Electric Power Industry,Natural Gas (Mcf),"3,857,090"
2018,2,RI,Total Electric Power Industry,Petroleum (Barrels),"1,969"
2018,2,SC,Total Electric Power Industry,Coal (Short Tons),"476,940"
2018,2,SC,Total Electric Power Industry,Natural Gas (Mcf),"6,988,992"
2018,2,SC,Total Electric Power Industry,Petroleum (Barrels),"6,087"
2018,2,SD,Total Electric Power Industry,Coal (Short Tons),"149,869"
2018,2,SD,Total Electric Power Industry,Natural Gas (Mcf),"278,132"
2018,2,SD,Total Electric Power Industry,Petroleum (Barrels),467
2018,2,TN,Total Electric Power Industry,Coal (Short Tons),"751,396"
2018,2,TN,Total Electric Power Industry,Natural Gas (Mcf),"6,812,349"
2018,2,TN,Total Electric Power Industry,Other Gases (Billion Btu),3
2018,2,TN,Total Electric Power Industry,Petroleum (Barrels),"8,201"
2018,2,TX,Total Electric Power Industry,Coal (Short Tons),"4,914,856"
2018,2,TX,Total Electric Power Industry,Natural Gas (Mcf),"108,884,405"
2018,2,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,112"
2018,2,TX,Total Electric Power Industry,Petroleum (Barrels),"10,502"
2018,2,US-Total,Total Electric Power Industry,Coal (Short Tons),"45,654,916"
2018,2,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),"12,214"
2018,2,US-Total,Total Electric Power Industry,Natural Gas (Mcf),"717,481,678"
2018,2,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),"5,559"
2018,2,US-Total,Total Electric Power Industry,Petroleum (Barrels),"2,743,354"
2018,2,UT,Total Electric Power Industry,Coal (Short Tons),"913,334"
2018,2,UT,Total Electric Power Industry,Geothermal (Billion Btu),340
2018,2,UT,Total Electric Power Industry,Natural Gas (Mcf),"3,706,463"
2018,2,UT,Total Electric Power Industry,Other Gases (Billion Btu),0
2018,2,UT,Total Electric Power Industry,Petroleum (Barrels),"4,997"
2018,2,VA,Total Electric Power Industry,Coal (Short Tons),"228,290"
2018,2,VA,Total Electric Power Industry,Natural Gas (Mcf),"28,086,026"
2018,2,VA,Total Electric Power Industry,Petroleum (Barrels),"18,983"
2018,2,VT,Total Electric Power Industry,Natural Gas (Mcf),834
2018,2,VT,Total Electric Power Industry,Petroleum (Barrels),432
2018,2,WA,Total Electric Power Industry,Coal (Short Tons),"45,839"
2018,2,WA,Total Electric Power Industry,Natural Gas (Mcf),"4,185,688"
2018,2,WA,Total Electric Power Industry,Other Gases (Billion Btu),171
2018,2,WA,Total Electric Power Industry,Petroleum (Barrels),"1,552"
2018,2,WI,Total Electric Power Industry,Coal (Short Tons),"1,651,210"
2018,2,WI,Total Electric Power Industry,Natural Gas (Mcf),"9,829,252"
2018,2,WI,Total Electric Power Industry,Petroleum (Barrels),"18,873"
2018,2,WV,Total Electric Power Industry,Coal (Short Tons),"2,034,590"
2018,2,WV,Total Electric Power Industry,Natural Gas (Mcf),"217,299"
2018,2,WV,Total Electric Power Industry,Other Gases (Billion Btu),10
2018,2,WV,Total Electric Power Industry,Petroleum (Barrels),"31,521"
2018,2,WY,Total Electric Power Industry,Coal (Short Tons),"1,889,563"
2018,2,WY,Total Electric Power Industry,Natural Gas (Mcf),"517,597"
2018,2,WY,Total Electric Power Industry,Other Gases (Billion Btu),222
2018,2,WY,Total Electric Power Industry,Petroleum (Barrels),"4,625"
2018,3,AK,Total Electric Power Industry,Coal (Short Tons),"38,643"
2018,3,AK,Total Electric Power Industry,Natural Gas (Mcf),"3,044,805"
2018,3,AK,Total Electric Power Industry,Petroleum (Barrels),"111,275"
2018,3,AL,Total Electric Power Industry,Coal (Short Tons),"1,174,183"
2018,3,AL,Total Electric Power Industry,Natural Gas (Mcf),"29,488,061"
2018,3,AL,Total Electric Power Industry,Other Gases (Billion Btu),5
2018,3,AL,Total Electric Power Industry,Petroleum (Barrels),"2,923"
2018,3,AR,Total Electric Power Industry,Coal (Short Tons),"755,312"
2018,3,AR,Total Electric Power Industry,Natural Gas (Mcf),"10,204,281"
2018,3,AR,Total Electric Power Industry,Petroleum (Barrels),"8,107"
2018,3,AZ,Total Electric Power Industry,Coal (Short Tons),"1,286,607"
2018,3,AZ,Total Electric Power Industry,Natural Gas (Mcf),"12,838,513"
2018,3,AZ,Total Electric Power Industry,Petroleum (Barrels),"7,307"
2018,3,CA,Total Electric Power Industry,Coal (Short Tons),"4,772"
2018,3,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,368"
