YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2011,1,IA,Total Electric Power Industry,Coal (Short Tons),"2,146,169"
2011,1,IA,Total Electric Power Industry,Natural Gas (Mcf),"648,488"
2011,1,IA,Total Electric Power Industry,Petroleum (Barrels),"25,766"
2011,1,ID,Total Electric Power Industry,Coal (Short Tons),"2,387"
2011,1,ID,Total Electric Power Industry,Geothermal (Billion Btu),56
2011,1,ID,Total Electric Power Industry,Natural Gas (Mcf),"605,491"
2011,1,ID,Total Electric Power Industry,Petroleum (Barrels),6
2011,1,IL,Total Electric Power Industry,Coal (Short Tons),"4,902,781"
2011,1,IL,Total Electric Power Industry,Natural Gas (Mcf),"2,901,222"
2011,1,IL,Total Electric Power Industry,Other Gases (Billion Btu),276
2011,1,IL,Total Electric Power Industry,Petroleum (Barrels),"19,849"
2011,1,IN,Total Electric Power Industry,Coal (Short Tons),"5,137,063"
2011,1,IN,Total Electric Power Industry,Natural Gas (Mcf),"7,409,258"
2011,1,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,227"
2011,1,IN,Total Electric Power Industry,Petroleum (Barrels),"74,638"
2011,1,KS,Total Electric Power Industry,Coal (Short Tons),"1,668,109"
2011,1,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,116,910"
2011,1,KS,Total Electric Power Industry,Petroleum (Barrels),"14,285"
2011,1,KY,Total Electric Power Industry,Coal (Short Tons),"3,973,373"
2011,1,KY,Total Electric Power Industry,Natural Gas (Mcf),"1,086,492"
2011,1,KY,Total Electric Power Industry,Petroleum (Barrels),"340,224"
2011,1,LA,Total Electric Power Industry,Coal (Short Tons),"1,581,721"
2011,1,LA,Total Electric Power Industry,Natural Gas (Mcf),"36,055,657"
2011,1,LA,Total Electric Power Industry,Other Gases (Billion Btu),859
2011,1,LA,Total Electric Power Industry,Petroleum (Barrels),"1,010,468"
2011,1,MA,Total Electric Power Industry,Coal (Short Tons),"355,431"
2011,1,MA,Total Electric Power Industry,Natural Gas (Mcf),"13,562,378"
2011,1,MA,Total Electric Power Industry,Petroleum (Barrels),"125,953"
2011,1,MD,Total Electric Power Industry,Coal (Short Tons),"1,081,372"
2011,1,MD,Total Electric Power Industry,Natural Gas (Mcf),"437,566"
2011,1,MD,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,1,MD,Total Electric Power Industry,Petroleum (Barrels),"45,366"
2011,1,ME,Total Electric Power Industry,Coal (Short Tons),"1,633"
2011,1,ME,Total Electric Power Industry,Natural Gas (Mcf),"4,229,337"
2011,1,ME,Total Electric Power Industry,Petroleum (Barrels),"100,127"
2011,1,MI,Total Electric Power Industry,Coal (Short Tons),"2,801,099"
2011,1,MI,Total Electric Power Industry,Natural Gas (Mcf),"8,448,400"
2011,1,MI,Total Electric Power Industry,Other Gases (Billion Btu),116
2011,1,MI,Total Electric Power Industry,Petroleum (Barrels),"45,976"
2011,1,MN,Total Electric Power Industry,Coal (Short Tons),"1,754,252"
2011,1,MN,Total Electric Power Industry,Geothermal (Billion Btu),41
2011,1,MN,Total Electric Power Industry,Natural Gas (Mcf),"2,485,125"
2011,1,MN,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,1,MN,Total Electric Power Industry,Petroleum (Barrels),"3,964"
2011,1,MO,Total Electric Power Industry,Coal (Short Tons),"4,505,748"
2011,1,MO,Total Electric Power Industry,Natural Gas (Mcf),"3,016,660"
2011,1,MO,Total Electric Power Industry,Petroleum (Barrels),"23,057"
2011,1,MS,Total Electric Power Industry,Coal (Short Tons),"496,354"
2011,1,MS,Total Electric Power Industry,Natural Gas (Mcf),"20,613,625"
2011,1,MS,Total Electric Power Industry,Petroleum (Barrels),"2,330"
2011,1,MT,Total Electric Power Industry,Coal (Short Tons),"963,565"
2011,1,MT,Total Electric Power Industry,Natural Gas (Mcf),"19,681"
2011,1,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,1,MT,Total Electric Power Industry,Petroleum (Barrels),"44,551"
2011,1,NC,Total Electric Power Industry,Coal (Short Tons),"2,837,212"
2011,1,NC,Total Electric Power Industry,Natural Gas (Mcf),"4,714,581"
2011,1,NC,Total Electric Power Industry,Petroleum (Barrels),"101,064"
2011,1,ND,Total Electric Power Industry,Coal (Short Tons),"2,261,632"
2011,1,ND,Total Electric Power Industry,Natural Gas (Mcf),"6,128"
2011,1,ND,Total Electric Power Industry,Other Gases (Billion Btu),10
2011,1,ND,Total Electric Power Industry,Petroleum (Barrels),"9,015"
2011,1,NE,Total Electric Power Industry,Coal (Short Tons),"1,451,637"
2011,1,NE,Total Electric Power Industry,Natural Gas (Mcf),"120,864"
2011,1,NE,Total Electric Power Industry,Petroleum (Barrels),"8,577"
2011,1,NH,Total Electric Power Industry,Coal (Short Tons),"136,117"
2011,1,NH,Total Electric Power Industry,Natural Gas (Mcf),"3,345,357"
2011,1,NH,Total Electric Power Industry,Petroleum (Barrels),"73,767"
2011,1,NJ,Total Electric Power Industry,Coal (Short Tons),"273,770"
2011,1,NJ,Total Electric Power Industry,Natural Gas (Mcf),"13,363,490"
2011,1,NJ,Total Electric Power Industry,Other Gases (Billion Btu),149
2011,1,NJ,Total Electric Power Industry,Petroleum (Barrels),"79,067"
2011,1,NM,Total Electric Power Industry,Coal (Short Tons),"1,392,593"
2011,1,NM,Total Electric Power Industry,Natural Gas (Mcf),"5,269,058"
2011,1,NM,Total Electric Power Industry,Petroleum (Barrels),"5,949"
2011,1,NV,Total Electric Power Industry,Coal (Short Tons),"254,018"
2011,1,NV,Total Electric Power Industry,Geothermal (Billion Btu),"1,898"
2011,1,NV,Total Electric Power Industry,Natural Gas (Mcf),"11,271,537"
2011,1,NV,Total Electric Power Industry,Other Gases (Billion Btu),5
2011,1,NV,Total Electric Power Industry,Petroleum (Barrels),"1,834"
2011,1,NY,Total Electric Power Industry,Coal (Short Tons),"641,422"
2011,1,NY,Total Electric Power Industry,Natural Gas (Mcf),"28,586,815"
2011,1,NY,Total Electric Power Industry,Petroleum (Barrels),"464,553"
2011,1,OH,Total Electric Power Industry,Coal (Short Tons),"4,656,171"
2011,1,OH,Total Electric Power Industry,Natural Gas (Mcf),"6,902,813"
2011,1,OH,Total Electric Power Industry,Other Gases (Billion Btu),160
2011,1,OH,Total Electric Power Industry,Petroleum (Barrels),"245,297"
2011,1,OK,Total Electric Power Industry,Coal (Short Tons),"2,004,034"
2011,1,OK,Total Electric Power Industry,Natural Gas (Mcf),"18,678,528"
2011,1,OK,Total Electric Power Industry,Petroleum (Barrels),"3,338"
2011,1,OR,Total Electric Power Industry,Coal (Short Tons),"209,913"
2011,1,OR,Total Electric Power Industry,Natural Gas (Mcf),"6,303,818"
2011,1,OR,Total Electric Power Industry,Petroleum (Barrels),928
2011,1,PA,Total Electric Power Industry,Coal (Short Tons),"4,922,461"
2011,1,PA,Total Electric Power Industry,Natural Gas (Mcf),"17,647,143"
2011,1,PA,Total Electric Power Industry,Other Gases (Billion Btu),743
2011,1,PA,Total Electric Power Industry,Petroleum (Barrels),"118,342"
2011,1,RI,Total Electric Power Industry,Natural Gas (Mcf),"5,357,252"
2011,1,RI,Total Electric Power Industry,Petroleum (Barrels),"10,061"
2011,1,SC,Total Electric Power Industry,Coal (Short Tons),"1,491,323"
2011,1,SC,Total Electric Power Industry,Natural Gas (Mcf),"7,341,479"
2011,1,SC,Total Electric Power Industry,Petroleum (Barrels),"35,595"
2011,1,SD,Total Electric Power Industry,Coal (Short Tons),"218,358"
2011,1,SD,Total Electric Power Industry,Natural Gas (Mcf),"21,518"
2011,1,SD,Total Electric Power Industry,Petroleum (Barrels),563
2011,1,TN,Total Electric Power Industry,Coal (Short Tons),"2,234,051"
2011,1,TN,Total Electric Power Industry,Natural Gas (Mcf),"2,417,897"
2011,1,TN,Total Electric Power Industry,Other Gases (Billion Btu),5
2011,1,TN,Total Electric Power Industry,Petroleum (Barrels),"44,141"
2011,1,TX,Total Electric Power Industry,Coal (Short Tons),"9,632,246"
2011,1,TX,Total Electric Power Industry,Natural Gas (Mcf),"105,656,207"
2011,1,TX,Total Electric Power Industry,Other Gases (Billion Btu),"2,165"
2011,1,TX,Total Electric Power Industry,Petroleum (Barrels),"250,538"
2011,1,US-TOTAL,Total Electric Power Industry,Coal (Short Tons),"90,207,797"
2011,1,US-TOTAL,Total Electric Power Industry,Geothermal (Billion Btu),"13,128"
2011,1,US-TOTAL,Total Electric Power Industry,Natural Gas (Mcf),"563,711,690"
2011,1,US-TOTAL,Total Electric Power Industry,Other Gases (Billion Btu),"7,412"
2011,1,US-TOTAL,Total Electric Power Industry,Petroleum (Barrels),"6,085,804"
2011,1,UT,Total Electric Power Industry,Coal (Short Tons),"1,380,619"
2011,1,UT,Total Electric Power Industry,Geothermal (Billion Btu),293
2011,1,UT,Total Electric Power Industry,Natural Gas (Mcf),"3,484,574"
2011,1,UT,Total Electric Power Industry,Other Gases (Billion Btu),25
2011,1,UT,Total Electric Power Industry,Petroleum (Barrels),"6,753"
2011,1,VA,Total Electric Power Industry,Coal (Short Tons),"1,125,869"
2011,1,VA,Total Electric Power Industry,Natural Gas (Mcf),"11,180,501"
2011,1,VA,Total Electric Power Industry,Petroleum (Barrels),"153,181"
2011,1,VT,Total Electric Power Industry,Natural Gas (Mcf),"4,986"
2011,1,VT,Total Electric Power Industry,Petroleum (Barrels),"8,263"
2011,1,WA,Total Electric Power Industry,Coal (Short Tons),"430,328"
2011,1,WA,Total Electric Power Industry,Natural Gas (Mcf),"3,217,645"
2011,1,WA,Total Electric Power Industry,Other Gases (Billion Btu),136
2011,1,WA,Total Electric Power Industry,Petroleum (Barrels),"6,257"
2011,1,WI,Total Electric Power Industry,Coal (Short Tons),"2,210,415"
2011,1,WI,Total Electric Power Industry,Natural Gas (Mcf),"2,813,740"
2011,1,WI,Total Electric Power Industry,Petroleum (Barrels),"135,984"
2011,1,WV,Total Electric Power Industry,Coal (Short Tons),"3,011,293"
2011,1,WV,Total Electric Power Industry,Natural Gas (Mcf),"96,719"
2011,1,WV,Total Electric Power Industry,Other Gases (Billion Btu),19
2011,1,WV,Total Electric Power Industry,Petroleum (Barrels),"53,848"
2011,1,WY,Total Electric Power Industry,Coal (Short Tons),"2,249,842"
2011,1,WY,Total Electric Power Industry,Natural Gas (Mcf),"297,116"
2011,1,WY,Total Electric Power Industry,Other Gases (Billion Btu),174
2011,1,WY,Total Electric Power Industry,Petroleum (Barrels),"9,011"
2011,2,AK,Total Electric Power Industry,Coal (Short Tons),"43,047"
2011,2,AK,Total Electric Power Industry,Natural Gas (Mcf),"3,432,707"
2011,2,AK,Total Electric Power Industry,Other Gases (Billion Btu),3
2011,2,AK,Total Electric Power Industry,Petroleum (Barrels),"173,652"
2011,2,AL,Total Electric Power Industry,Coal (Short Tons),"2,218,034"
2011,2,AL,Total Electric Power Industry,Natural Gas (Mcf),"24,293,979"
2011,2,AL,Total Electric Power Industry,Other Gases (Billion Btu),573
2011,2,AL,Total Electric Power Industry,Petroleum (Barrels),"22,320"
2011,2,AR,Total Electric Power Industry,Coal (Short Tons),"1,468,133"
2011,2,AR,Total Electric Power Industry,Natural Gas (Mcf),"6,530,316"
2011,2,AR,Total Electric Power Industry,Petroleum (Barrels),"18,459"
2011,2,AZ,Total Electric Power Industry,Coal (Short Tons),"1,716,603"
2011,2,AZ,Total Electric Power Industry,Natural Gas (Mcf),"9,604,897"
2011,2,AZ,Total Electric Power Industry,Petroleum (Barrels),"5,713"
2011,2,CA,Total Electric Power Industry,Coal (Short Tons),"69,288"
2011,2,CA,Total Electric Power Industry,Geothermal (Billion Btu),"9,627"
2011,2,CA,Total Electric Power Industry,Natural Gas (Mcf),"54,032,445"
2011,2,CA,Total Electric Power Industry,Other Gases (Billion Btu),586
2011,2,CA,Total Electric Power Industry,Petroleum (Barrels),"151,027"
2011,2,CO,Total Electric Power Industry,Coal (Short Tons),"1,601,391"
2011,2,CO,Total Electric Power Industry,Natural Gas (Mcf),"6,303,212"
2011,2,CO,Total Electric Power Industry,Petroleum (Barrels),"1,928"
2011,2,CT,Total Electric Power Industry,Coal (Short Tons),"38,911"
2011,2,CT,Total Electric Power Industry,Natural Gas (Mcf),"8,013,270"
2011,2,CT,Total Electric Power Industry,Petroleum (Barrels),"22,423"
2011,2,DC,Total Electric Power Industry,Natural Gas (Mcf),"59,868"
2011,2,DC,Total Electric Power Industry,Petroleum (Barrels),0
2011,2,DE,Total Electric Power Industry,Coal (Short Tons),"45,006"
2011,2,DE,Total Electric Power Industry,Natural Gas (Mcf),"1,554,369"
2011,2,DE,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,2,DE,Total Electric Power Industry,Petroleum (Barrels),"3,232"
2011,2,FL,Total Electric Power Industry,Coal (Short Tons),"1,693,332"
2011,2,FL,Total Electric Power Industry,Natural Gas (Mcf),"62,768,583"
2011,2,FL,Total Electric Power Industry,Other Gases (Billion Btu),2
2011,2,FL,Total Electric Power Industry,Petroleum (Barrels),"329,273"
2011,2,GA,Total Electric Power Industry,Coal (Short Tons),"2,132,721"
2011,2,GA,Total Electric Power Industry,Natural Gas (Mcf),"9,218,164"
2011,2,GA,Total Electric Power Industry,Petroleum (Barrels),"44,824"
2011,2,HI,Total Electric Power Industry,Coal (Short Tons),"62,215"
2011,2,HI,Total Electric Power Industry,Geothermal (Billion Btu),177
2011,2,HI,Total Electric Power Industry,Other Gases (Billion Btu),15
2011,2,HI,Total Electric Power Industry,Petroleum (Barrels),"930,842"
2011,2,IA,Total Electric Power Industry,Coal (Short Tons),"1,732,497"
2011,2,IA,Total Electric Power Industry,Natural Gas (Mcf),"376,876"
2011,2,IA,Total Electric Power Industry,Petroleum (Barrels),"32,845"
2011,2,ID,Total Electric Power Industry,Coal (Short Tons),"2,045"
2011,2,ID,Total Electric Power Industry,Geothermal (Billion Btu),49
2011,2,ID,Total Electric Power Industry,Natural Gas (Mcf),"488,786"
2011,2,ID,Total Electric Power Industry,Petroleum (Barrels),4
2011,2,IL,Total Electric Power Industry,Coal (Short Tons),"4,553,053"
2011,2,IL,Total Electric Power Industry,Natural Gas (Mcf),"1,974,382"
2011,2,IL,Total Electric Power Industry,Other Gases (Billion Btu),247
2011,2,IL,Total Electric Power Industry,Petroleum (Barrels),"9,607"
2011,2,IN,Total Electric Power Industry,Coal (Short Tons),"4,114,624"
2011,2,IN,Total Electric Power Industry,Natural Gas (Mcf),"5,214,329"
2011,2,IN,Total Electric Power Industry,Other Gases (Billion Btu),"1,090"
2011,2,IN,Total Electric Power Industry,Petroleum (Barrels),"200,349"
2011,2,KS,Total Electric Power Industry,Coal (Short Tons),"1,413,281"
2011,2,KS,Total Electric Power Industry,Natural Gas (Mcf),"1,397,964"
2011,2,KS,Total Electric Power Industry,Petroleum (Barrels),"17,242"
2011,2,KY,Total Electric Power Industry,Coal (Short Tons),"3,401,864"
2011,2,KY,Total Electric Power Industry,Natural Gas (Mcf),"544,460"
2011,2,KY,Total Electric Power Industry,Petroleum (Barrels),"323,953"
2011,2,LA,Total Electric Power Industry,Coal (Short Tons),"1,415,675"
2011,2,LA,Total Electric Power Industry,Natural Gas (Mcf),"35,207,763"
2011,2,LA,Total Electric Power Industry,Other Gases (Billion Btu),736
2011,2,LA,Total Electric Power Industry,Petroleum (Barrels),"676,851"
2011,2,MA,Total Electric Power Industry,Coal (Short Tons),"281,103"
2011,2,MA,Total Electric Power Industry,Natural Gas (Mcf),"12,018,361"
2011,2,MA,Total Electric Power Industry,Petroleum (Barrels),"44,924"
2011,2,MD,Total Electric Power Industry,Coal (Short Tons),"694,006"
2011,2,MD,Total Electric Power Industry,Natural Gas (Mcf),"325,006"
2011,2,MD,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,2,MD,Total Electric Power Industry,Petroleum (Barrels),"24,245"
2011,2,ME,Total Electric Power Industry,Coal (Short Tons),"1,570"
2011,2,ME,Total Electric Power Industry,Natural Gas (Mcf),"2,903,203"
2011,2,ME,Total Electric Power Industry,Petroleum (Barrels),"43,487"
2011,2,MI,Total Electric Power Industry,Coal (Short Tons),"2,413,017"
2011,2,MI,Total Electric Power Industry,Natural Gas (Mcf),"6,148,626"
2011,2,MI,Total Electric Power Industry,Other Gases (Billion Btu),81
2011,2,MI,Total Electric Power Industry,Petroleum (Barrels),"37,551"
2011,2,MN,Total Electric Power Industry,Coal (Short Tons),"1,392,667"
2011,2,MN,Total Electric Power Industry,Geothermal (Billion Btu),37
2011,2,MN,Total Electric Power Industry,Natural Gas (Mcf),"1,682,748"
2011,2,MN,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,2,MN,Total Electric Power Industry,Petroleum (Barrels),"4,185"
2011,2,MO,Total Electric Power Industry,Coal (Short Tons),"3,909,534"
2011,2,MO,Total Electric Power Industry,Natural Gas (Mcf),"1,682,923"
2011,2,MO,Total Electric Power Industry,Petroleum (Barrels),"15,911"
2011,2,MS,Total Electric Power Industry,Coal (Short Tons),"428,371"
2011,2,MS,Total Electric Power Industry,Natural Gas (Mcf),"16,418,007"
2011,2,MS,Total Electric Power Industry,Petroleum (Barrels),"37,154"
2011,2,MT,Total Electric Power Industry,Coal (Short Tons),"828,234"
2011,2,MT,Total Electric Power Industry,Natural Gas (Mcf),"195,337"
2011,2,MT,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,2,MT,Total Electric Power Industry,Petroleum (Barrels),"73,264"
2011,2,NC,Total Electric Power Industry,Coal (Short Tons),"1,848,593"
2011,2,NC,Total Electric Power Industry,Natural Gas (Mcf),"3,499,954"
2011,2,NC,Total Electric Power Industry,Petroleum (Barrels),"22,746"
2011,2,ND,Total Electric Power Industry,Coal (Short Tons),"2,002,892"
2011,2,ND,Total Electric Power Industry,Natural Gas (Mcf),"4,161"
2011,2,ND,Total Electric Power Industry,Other Gases (Billion Btu),7
2011,2,ND,Total Electric Power Industry,Petroleum (Barrels),"3,489"
2011,2,NE,Total Electric Power Industry,Coal (Short Tons),"1,196,524"
2011,2,NE,Total Electric Power Industry,Natural Gas (Mcf),"105,009"
2011,2,NE,Total Electric Power Industry,Petroleum (Barrels),"2,607"
2011,2,NH,Total Electric Power Industry,Coal (Short Tons),"132,265"
2011,2,NH,Total Electric Power Industry,Natural Gas (Mcf),"4,554,807"
2011,2,NH,Total Electric Power Industry,Petroleum (Barrels),"17,962"
2011,2,NJ,Total Electric Power Industry,Coal (Short Tons),"142,151"
2011,2,NJ,Total Electric Power Industry,Natural Gas (Mcf),"12,616,785"
2011,2,NJ,Total Electric Power Industry,Other Gases (Billion Btu),139
2011,2,NJ,Total Electric Power Industry,Petroleum (Barrels),"8,188"
2011,2,NM,Total Electric Power Industry,Coal (Short Tons),"1,141,427"
2011,2,NM,Total Electric Power Industry,Natural Gas (Mcf),"5,327,795"
2011,2,NM,Total Electric Power Industry,Petroleum (Barrels),"3,384"
2011,2,NV,Total Electric Power Industry,Coal (Short Tons),"207,920"
2011,2,NV,Total Electric Power Industry,Geothermal (Billion Btu),"1,742"
2011,2,NV,Total Electric Power Industry,Natural Gas (Mcf),"10,193,134"
2011,2,NV,Total Electric Power Industry,Other Gases (Billion Btu),4
2011,2,NV,Total Electric Power Industry,Petroleum (Barrels),"1,694"
2011,2,NY,Total Electric Power Industry,Coal (Short Tons),"547,314"
2011,2,NY,Total Electric Power Industry,Natural Gas (Mcf),"26,346,747"
2011,2,NY,Total Electric Power Industry,Petroleum (Barrels),"141,663"
2011,2,OH,Total Electric Power Industry,Coal (Short Tons),"4,189,138"
2011,2,OH,Total Electric Power Industry,Natural Gas (Mcf),"4,677,370"
2011,2,OH,Total Electric Power Industry,Other Gases (Billion Btu),151
2011,2,OH,Total Electric Power Industry,Petroleum (Barrels),"199,848"
2011,2,OK,Total Electric Power Industry,Coal (Short Tons),"1,755,070"
2011,2,OK,Total Electric Power Industry,Natural Gas (Mcf),"16,331,646"
2011,2,OK,Total Electric Power Industry,Petroleum (Barrels),"1,885"
2011,2,OR,Total Electric Power Industry,Coal (Short Tons),"179,801"
2011,2,OR,Total Electric Power Industry,Natural Gas (Mcf),"3,621,142"
2011,2,OR,Total Electric Power Industry,Petroleum (Barrels),"1,382"
2011,2,PA,Total Electric Power Industry,Coal (Short Tons),"3,908,962"
2011,2,PA,Total Electric Power Industry,Natural Gas (Mcf),"19,478,937"
2011,2,PA,Total Electric Power Industry,Other Gases (Billion Btu),718
2011,2,PA,Total Electric Power Industry,Petroleum (Barrels),"44,533"
2011,2,RI,Total Electric Power Industry,Natural Gas (Mcf),"3,870,677"
2011,2,RI,Total Electric Power Industry,Petroleum (Barrels),"4,828"
2011,2,SC,Total Electric Power Industry,Coal (Short Tons),"1,048,114"
2011,2,SC,Total Electric Power Industry,Natural Gas (Mcf),"5,383,612"
2011,2,SC,Total Electric Power Industry,Petroleum (Barrels),"16,610"
2011,2,SD,Total Electric Power Industry,Coal (Short Tons),"171,410"
2011,2,SD,Total Electric Power Industry,Natural Gas (Mcf),"6,829"
2011,2,SD,Total Electric Power Industry,Petroleum (Barrels),"3,416"
2011,2,TN,Total Electric Power Industry,Coal (Short Tons),"1,675,905"
2011,2,TN,Total Electric Power Industry,Natural Gas (Mcf),"365,187"
2011,2,TN,Total Electric Power Industry,Other Gases (Billion Btu),5
2011,2,TN,Total Electric Power Industry,Petroleum (Barrels),"17,314"
2011,2,TX,Total Electric Power Industry,Coal (Short Tons),"7,607,297"
2011,2,TX,Total Electric Power Industry,Natural Gas (Mcf),"98,186,864"
2011,2,TX,Total Electric Power Industry,Other Gases (Billion Btu),"1,770"
2011,2,TX,Total Electric Power Industry,Petroleum (Barrels),"301,435"
2011,2,US-TOTAL,Total Electric Power Industry,Coal (Short Tons),"73,614,249"
2011,2,US-TOTAL,Total Electric Power Industry,Geothermal (Billion Btu),"11,842"
2011,2,US-TOTAL,Total Electric Power Industry,Natural Gas (Mcf),"505,126,304"
2011,2,US-TOTAL,Total Electric Power Industry,Other Gases (Billion Btu),"6,457"
2011,2,US-TOTAL,Total Electric Power Industry,Petroleum (Barrels),"4,229,545"
2011,2,UT,Total Electric Power Industry,Coal (Short Tons),"1,174,096"
2011,2,UT,Total Electric Power Industry,Geothermal (Billion Btu),210
2011,2,UT,Total Electric Power Industry,Natural Gas (Mcf),"3,402,883"
2011,2,UT,Total Electric Power Industry,Other Gases (Billion Btu),23
2011,2,UT,Total Electric Power Industry,Petroleum (Barrels),"6,322"
2011,2,VA,Total Electric Power Industry,Coal (Short Tons),"717,398"
2011,2,VA,Total Electric Power Industry,Natural Gas (Mcf),"10,347,329"
2011,2,VA,Total Electric Power Industry,Petroleum (Barrels),"19,259"
2011,2,VT,Total Electric Power Industry,Natural Gas (Mcf),"4,076"
2011,2,VT,Total Electric Power Industry,Petroleum (Barrels),"4,944"
2011,2,WA,Total Electric Power Industry,Coal (Short Tons),"37,628"
2011,2,WA,Total Electric Power Industry,Natural Gas (Mcf),"1,224,128"
2011,2,WA,Total Electric Power Industry,Other Gases (Billion Btu),128
2011,2,WA,Total Electric Power Industry,Petroleum (Barrels),"6,830"
2011,2,WI,Total Electric Power Industry,Coal (Short Tons),"1,729,238"
2011,2,WI,Total Electric Power Industry,Natural Gas (Mcf),"2,871,723"
2011,2,WI,Total Electric Power Industry,Petroleum (Barrels),"110,875"
2011,2,WV,Total Electric Power Industry,Coal (Short Tons),"2,532,680"
2011,2,WV,Total Electric Power Industry,Natural Gas (Mcf),"38,968"
2011,2,WV,Total Electric Power Industry,Other Gases (Billion Btu),16
2011,2,WV,Total Electric Power Industry,Petroleum (Barrels),"32,505"
2011,2,WY,Total Electric Power Industry,Coal (Short Tons),"1,998,204"
2011,2,WY,Total Electric Power Industry,Natural Gas (Mcf),"275,960"
2011,2,WY,Total Electric Power Industry,Other Gases (Billion Btu),162
2011,2,WY,Total Electric Power Industry,Petroleum (Barrels),"10,561"
2011,3,AK,Total Electric Power Industry,Coal (Short Tons),"41,603"
2011,3,AK,Total Electric Power Industry,Natural Gas (Mcf),"3,638,397"
2011,3,AK,Total Electric Power Industry,Other Gases (Billion Btu),3
2011,3,AK,Total Electric Power Industry,Petroleum (Barrels),"147,537"
2011,3,AL,Total Electric Power Industry,Coal (Short Tons),"2,312,488"
2011,3,AL,Total Electric Power Industry,Natural Gas (Mcf),"20,701,222"
2011,3,AL,Total Electric Power Industry,Other Gases (Billion Btu),164
2011,3,AL,Total Electric Power Industry,Petroleum (Barrels),"16,607"
2011,3,AR,Total Electric Power Industry,Coal (Short Tons),"1,328,169"
2011,3,AR,Total Electric Power Industry,Natural Gas (Mcf),"5,544,384"
2011,3,AR,Total Electric Power Industry,Petroleum (Barrels),"6,942"
2011,3,AZ,Total Electric Power Industry,Coal (Short Tons),"1,759,101"
2011,3,AZ,Total Electric Power Industry,Natural Gas (Mcf),"6,239,464"
2011,3,AZ,Total Electric Power Industry,Petroleum (Barrels),"9,398"
2011,3,CA,Total Electric Power Industry,Coal (Short Tons),"64,018"
2011,3,CA,Total Electric Power Industry,Geothermal (Billion Btu),"10,598"
2011,3,CA,Total Electric Power Industry,Natural Gas (Mcf),"43,178,631"
2011,3,CA,Total Electric Power Industry,Other Gases (Billion Btu),946
2011,3,CA,Total Electric Power Industry,Petroleum (Barrels),"187,939"
2011,3,CO,Total Electric Power Industry,Coal (Short Tons),"1,551,548"
2011,3,CO,Total Electric Power Industry,Natural Gas (Mcf),"5,215,964"
2011,3,CO,Total Electric Power Industry,Petroleum (Barrels),"2,923"
2011,3,CT,Total Electric Power Industry,Coal (Short Tons),0
2011,3,CT,Total Electric Power Industry,Natural Gas (Mcf),"6,883,846"
2011,3,CT,Total Electric Power Industry,Petroleum (Barrels),"14,070"
2011,3,DC,Total Electric Power Industry,Natural Gas (Mcf),"69,375"
2011,3,DC,Total Electric Power Industry,Petroleum (Barrels),0
2011,3,DE,Total Electric Power Industry,Coal (Short Tons),"42,708"
2011,3,DE,Total Electric Power Industry,Natural Gas (Mcf),"2,857,363"
2011,3,DE,Total Electric Power Industry,Other Gases (Billion Btu),0
2011,3,DE,Total Electric Power Industry,Petroleum (Barrels),"3,594"
2011,3,FL,Total Electric Power Industry,Coal (Short Tons),"1,445,076"
2011,3,FL,Total Electric Power Industry,Natural Gas (Mcf),"76,357,978"
2011,3,FL,Total Electric Power Industry,Other Gases (Billion Btu),3
2011,3,FL,Total Electric Power Industry,Petroleum (Barrels),"529,475"
2011,3,GA,Total Electric Power Industry,Coal (Short Tons),"2,136,828"
2011,3,GA,Total Electric Power Industry,Natural Gas (Mcf),"9,871,329"
2011,3,GA,Total Electric Power Industry,Petroleum (Barrels),"51,333"
2011,3,HI,Total Electric Power Industry,Coal (Short Tons),"58,731"
2011,3,HI,Total Electric Power Industry,Geothermal (Billion Btu),188
2011,3,HI,Total Electric Power Industry,Other Gases (Billion Btu),17
2011,3,HI,Total Electric Power Industry,Petroleum (Barrels),"1,049,310"
2011,3,IA,Total Electric Power Industry,Coal (Short Tons),"1,884,015"
2011,3,IA,Total Electric Power Industry,Natural Gas (Mcf),"503,705"
2011,3,IA,Total Electric Power Industry,Petroleum (Barrels),"28,284"
2011,3,ID,Total Electric Power Industry,Coal (Short Tons),"2,020"
2011,3,ID,Total Electric Power Industry,Geothermal (Billion Btu),55
2011,3,ID,Total Electric Power Industry,Natural Gas (Mcf),"123,870"
2011,3,ID,Total Electric Power Industry,Petroleum (Barrels),4
2011,3,IL,Total Electric Power Industry,Coal (Short Tons),"4,467,786"
2011,3,IL,Total Electric Power Industry,Natural Gas (Mcf),"2,430,883"
2011,3,IL,Total Electric Power Industry,Other Gases (Billion Btu),257
2011,3,IL,Total Electric Power Industry,Petroleum (Barrels),"10,208"
2011,3,IN,Total Electric Power Industry,Coal (Short Tons),"3,862,383"
