State,Date,Avg Value,Avg Rank,Avg Mean,Avg Anomaly,Min Value,Min Rank,Min Mean,Min Anomaly,Max Value,Max Rank,Max Mean (1901-2000),Max Anomaly (1901-2000)
Montana,200109,58.7,115,53.8,4.9,43.6,116,40,3.6,73.8,114,67.6,6.2
Nebraska,200109,63.6,70,62.8,0.8,50.3,88,48.7,1.6,76.9,55,77,-0.1
Nevada,200109,65.5,120,61.7,3.8,48.8,111,45.8,3,82.2,119,77.6,4.6
New Hampshire,200109,58.3,96,56.5,1.8,45.4,69,44.8,0.6,71.1,104,68.3,2.8
New Jersey,200109,64.8,51,65,-0.2,53.3,36,54.3,-1,76.2,72,75.7,0.5
New Mexico,200109,66.7,106,64.5,2.2,50.7,76,49.8,0.9,82.7,116,79.1,3.6
New York,200109,59.4,67,58.9,0.5,48,53,48.1,-0.1,70.7,73,69.8,0.9
North Carolina,200109,67.6,8,70.2,-2.6,56.8,14,59.4,-2.6,78.4,16,81.1,-2.7
North Dakota,200109,58.3,88,56.3,2,45.2,96,42.8,2.4,71.5,78,69.7,1.8
Ohio,200109,62.3,22,64.5,-2.2,51,32,52.5,-1.5,73.6,19,76.5,-2.9
Oklahoma,200109,70.9,27,73.1,-2.2,58.8,34,60.6,-1.8,83,26,85.6,-2.6
Oregon,200109,60.8,111,57.3,3.5,45.2,105,43,2.2,76.4,112,71.6,4.8
Pennsylvania,200109,60.4,28,61.7,-1.3,48.4,26,50.2,-1.8,72.4,42,73.2,-0.8
Rhode Island,200109,63.6,94,61.9,1.7,53.3,85,52.1,1.2,74,95,71.8,2.2
South Carolina,200109,71.2,10,73.7,-2.5,60.4,12,63,-2.6,82.1,22,84.5,-2.4
South Dakota,200109,62.1,87,60.2,1.9,48.6,100,46,2.6,75.5,76,74.4,1.1
Tennessee,200109,67.6,18,70.2,-2.6,56.3,29,57.9,-1.6,78.8,14,82.4,-3.6
Texas,200109,74.9,34,75.9,-1,63.1,44,63.7,-0.6,86.6,34,88,-1.4
Utah,200109,65.2,122,60.6,4.6,49.3,112,46.2,3.1,81.1,123,75,6.1
Vermont,200109,57.4,85,56,1.4,45.3,69,44.6,0.7,69.5,92,67.4,2.1
Virginia,200109,64.8,15,67.1,-2.3,53.3,18,55.9,-2.6,76.4,25,78.3,-1.9
Washington,200109,59.8,107,56.9,2.9,46.9,107,44.6,2.3,72.6,100,69.3,3.3
West Virginia,200109,62.2,22,64.4,-2.2,50.5,28,52.4,-1.9,74,25,76.4,-2.4
Wisconsin,200109,57.3,44,58,-0.7,46.6,54,46.8,-0.2,68,39,69.3,-1.3
Wyoming,200109,58.1,120,53.6,4.5,42.4,115,38.9,3.5,73.9,120,68.2,5.7
Alabama,200108,78.5,34,79.3,-0.8,68.8,84,68,0.8,88.1,12,90.6,-2.5
Arizona,200108,79.1,97,77.8,1.3,65.1,77,64.3,0.8,93,103,91.3,1.7
Arkansas,200108,80.8,89,79.3,1.5,69.8,104,67.7,2.1,91.8,75,91,0.8
California,200108,76,111,73.7,2.3,60.6,105,58.6,2,91.4,116,88.9,2.5
Colorado,200108,66.9,105,65.2,1.7,52.1,97,50.7,1.4,81.6,101,79.7,1.9
Connecticut,200108,72.8,121,68.6,4.2,62.3,121,57.9,4.4,83.3,121,79.3,4
Delaware,200108,76.7,112,73.7,3,66.9,108,63.8,3.1,86.3,105,83.6,2.7
Florida,200108,81.4,84,81,0.4,72.1,88,71.5,0.6,90.8,74,90.6,0.2
Georgia,200108,79.3,75,79,0.3,69.1,93,68.1,1,89.5,54,89.9,-0.4
Idaho,200108,68.2,124,63.6,4.6,51,117,47.6,3.4,85.3,124,79.5,5.8
Illinois,200108,74.6,88,73.4,1.2,63.7,94,61.9,1.8,85.6,85,84.9,0.7
Indiana,200108,73.8,95,72.3,1.5,63.2,104,60.6,2.6,84.4,72,84.1,0.3
Iowa,200108,72.5,89,71.4,1.1,61.5,95,59.8,1.7,83.5,80,83,0.5
Kansas,200108,79,96,77.3,1.7,65.3,86,64.3,1,92.7,99,90.2,2.5
Kentucky,200108,76.4,98,74.8,1.6,66.2,109,63.3,2.9,86.6,67,86.3,0.3
Louisiana,200108,81.4,52,81.6,-0.2,72.5,102,71.2,1.3,90.4,25,91.9,-1.5
Maine,200108,67,118,63,4,54.4,103,51.8,2.6,79.7,122,74.3,5.4
Maryland,200108,76,108,73.2,2.8,66.2,111,62.9,3.3,85.8,96,83.6,2.2
Massachusetts,200108,71.7,121,67.5,4.2,61,117,56.7,4.3,82.4,119,78.4,4
Michigan,200108,69.6,113,65.9,3.7,58.1,112,54.1,4,81,111,77.6,3.4
Minnesota,200108,69.3,110,66.3,3,57.3,107,54.3,3,81.4,109,78.2,3.2
Mississippi,200108,79.7,44,80.2,-0.5,69.9,88,68.9,1,89.4,20,91.6,-2.2
Missouri,200108,77.2,92,76,1.2,65.8,94,64.2,1.6,88.6,84,87.8,0.8
Montana,200108,68.9,120,64.1,4.8,51.8,114,48.9,2.9,86,123,79.2,6.8
Nebraska,200108,73.9,100,72.3,1.6,60.4,96,58.9,1.5,87.4,93,85.8,1.6
Nevada,200108,74.2,124,70.1,4.1,57.2,116,54,3.2,91.2,124,86.3,4.9
New Hampshire,200108,68.6,121,64.1,4.5,55.6,109,52.3,3.3,81.5,124,75.8,5.7
New Jersey,200108,75.5,119,71.6,3.9,65.2,116,61.1,4.1,85.9,119,82.1,3.8
New Mexico,200108,71.5,82,70.9,0.6,57.3,72,56.9,0.4,85.6,77,84.9,0.7
New York,200108,70,117,66,4,58.3,111,55,3.3,81.8,124,77.1,4.7
North Carolina,200108,76.7,86,75.6,1.1,66.4,91,65.2,1.2,86.9,85,86,0.9
North Dakota,200108,70.3,112,66.9,3.4,55.7,107,53,2.7,84.8,109,80.9,3.9
Ohio,200108,73,99,70.9,2.1,62.6,106,59.4,3.2,83.4,83,82.4,1
Oklahoma,200108,82.8,94,80.9,1.9,70.1,103,68.4,1.7,95.4,87,93.4,2
Oregon,200108,67.6,118,63.9,3.7,51.3,114,48.3,3,83.8,116,79.5,4.3
Pennsylvania,200108,71.7,112,68.4,3.3,60.2,110,57,3.2,83.1,110,79.8,3.3
Rhode Island,200108,72.7,119,68.7,4,63.3,117,59.1,4.2,82,118,78.2,3.8
South Carolina,200108,79.9,96,78.7,1.2,69.2,91,68.2,1,90.6,96,89.2,1.4
South Dakota,200108,73.4,107,70.5,2.9,59,106,56.5,2.5,87.7,103,84.5,3.2
Tennessee,200108,76.7,80,76,0.7,66.8,112,64.4,2.4,86.5,37,87.6,-1.1
Texas,200108,82.8,80,81.9,0.9,70.9,105,69.5,1.4,94.7,70,94.2,0.5
Utah,200108,72.4,117,69.4,3,57.6,111,55.1,2.5,87.2,119,83.7,3.5
Vermont,200108,67.9,120,63.4,4.5,55.2,109,51.8,3.4,80.5,124,75.1,5.4
Virginia,200108,75,97,73.1,1.9,64.6,103,62.4,2.2,85.5,90,83.8,1.7
Washington,200108,66,105,63.5,2.5,52.6,110,49.8,2.8,79.3,96,77.2,2.1
West Virginia,200108,72.5,103,70.4,2.1,62.2,110,59.1,3.1,82.8,87,81.6,1.2
Wisconsin,200108,69.7,114,66.4,3.3,58.3,114,54.7,3.6,81.1,111,78.1,3
Wyoming,200108,67.6,122,63.4,4.2,51.3,120,48.1,3.2,83.9,124,78.7,5.2
Alabama,200107,79.7,49,79.9,-0.2,69.4,79,68.8,0.6,90,36,91.1,-1.1
Arizona,200107,79.8,57,79.7,0.1,66,60,65.6,0.4,93.6,49,93.8,-0.2
Arkansas,200107,82,105,80.3,1.7,71.6,117,68.9,2.7,92.3,84,91.7,0.6
California,200107,74.2,42,74.7,-0.5,59.7,57,59.5,0.2,88.8,33,89.9,-1.1
Colorado,200107,70.2,120,67.1,3.1,55.4,120,52.2,3.2,85.1,113,81.9,3.2
Connecticut,200107,68.2,8,70.7,-2.5,56.4,2,59.8,-3.4,80,25,81.5,-1.5
Delaware,200107,72.9,6,75.5,-2.6,62.5,5,65.4,-2.9,83.2,12,85.6,-2.4
Florida,200107,81.3,75,81,0.3,72.4,106,71.3,1.1,90.2,34,90.7,-0.5
Georgia,200107,79.3,49,79.7,-0.4,69.2,78,68.7,0.5,89.4,30,90.7,-1.3
Idaho,200107,65.6,64,65.1,0.5,50.8,104,49.2,1.6,80.5,42,81.1,-0.6
Illinois,200107,75.9,79,75.6,0.3,65.3,92,64.1,1.2,86.6,68,87.1,-0.5
Indiana,200107,73.7,48,74.5,-0.8,62.7,59,62.8,-0.1,84.8,48,86.1,-1.3
Iowa,200107,75.1,88,73.9,1.2,64.7,108,62.2,2.5,85.4,68,85.5,-0.1
Kansas,200107,83,116,78.9,4.1,70.1,119,65.9,4.2,95.9,111,91.8,4.1
Kentucky,200107,75.7,48,76.3,-0.6,65,65,64.8,0.2,86.4,43,87.7,-1.3
Louisiana,200107,82.4,82,81.9,0.5,72.9,107,71.8,1.1,91.8,64,91.9,-0.1
Maine,200107,64.2,30,65.3,-1.1,53.3,33,54,-0.7,75.2,31,76.6,-1.4
Maryland,200107,72.3,4,75.1,-2.8,61.6,5,64.6,-3,83,7,85.6,-2.6
Massachusetts,200107,67.2,8,69.7,-2.5,55.7,5,58.7,-3,78.6,17,80.7,-2.1
Michigan,200107,68.4,70,68.1,0.3,56,65,55.9,0.1,80.7,75,80.3,0.4
Minnesota,200107,70.4,92,68.8,1.6,58.8,99,56.9,1.9,81.9,83,80.7,1.2
Mississippi,200107,81,66,80.8,0.2,70.8,97,69.8,1,91.2,50,91.9,-0.7
Missouri,200107,78.9,97,77.7,1.2,68.9,112,66.1,2.8,88.8,61,89.2,-0.4
Montana,200107,67.1,81,65.7,1.4,52.7,107,50.8,1.9,81.5,68,80.6,0.9
Nebraska,200107,77.1,105,74.5,2.6,64.9,119,60.9,4,89.2,83,88.1,1.1
Nevada,200107,72,49,72.1,-0.1,56.2,58,55.9,0.3,87.8,41,88.3,-0.5
New Hampshire,200107,64.3,15,66.5,-2.2,52.2,10,54.5,-2.3,76.5,22,78.5,-2
New Jersey,200107,71.1,8,73.5,-2.4,60.1,8,62.8,-2.7,82.2,18,84.1,-1.9
New Mexico,200107,75.2,117,72.7,2.5,60.5,119,58.1,2.4,89.9,113,87.2,2.7
New York,200107,65.9,13,68.2,-2.3,54.7,13,57,-2.3,77.2,15,79.4,-2.2
North Carolina,200107,74.6,5,76.9,-2.3,64.9,13,66.4,-1.5,84.2,2,87.4,-3.2
North Dakota,200107,70.2,83,69,1.2,58.4,107,55.7,2.7,82.1,58,82.3,-0.2
Ohio,200107,71.9,35,73,-1.1,60.6,39,61.3,-0.7,83.2,38,84.6,-1.4
Oklahoma,200107,85.6,116,81.7,3.9,73.1,122,69.5,3.6,98.1,114,93.9,4.2
Oregon,200107,64.4,44,64.8,-0.4,49.3,58,49.2,0.1,79.4,40,80.3,-0.9
Pennsylvania,200107,67.8,7,70.4,-2.6,55.8,6,58.8,-3,79.8,21,81.9,-2.1
Rhode Island,200107,68.2,9,70.3,-2.1,57.9,8,60.7,-2.8,78.5,28,79.9,-1.4
South Carolina,200107,78.4,18,79.9,-1.5,68.5,33,69.1,-0.6,88.2,12,90.6,-2.4
South Dakota,200107,74.6,91,72.6,2,62.3,114,58.8,3.5,86.8,70,86.4,0.4
Tennessee,200107,77.1,58,77.1,0,66.9,90,65.7,1.2,87.3,36,88.6,-1.3
Texas,200107,85.1,120,82.3,2.8,72.7,121,70.3,2.4,97.4,115,94.4,3
Utah,200107,72.9,90,71.5,1.4,58.2,90,56.8,1.4,87.6,84,86.2,1.4
Vermont,200107,63.6,14,65.9,-2.3,51.9,15,54,-2.1,75.2,14,77.8,-2.6
Virginia,200107,71.9,4,74.7,-2.8,61,4,63.8,-2.8,82.7,9,85.6,-2.9
Washington,200107,63.4,41,64,-0.6,50.6,74,50.3,0.3,76.3,34,77.8,-1.5
West Virginia,200107,69.4,13,71.9,-2.5,58.4,14,60.3,-1.9,80.5,12,83.4,-2.9
Wisconsin,200107,70,84,68.9,1.1,57.8,78,57.1,0.7,82.1,84,80.8,1.3
Wyoming,200107,68.6,115,65.3,3.3,53.1,115,50,3.1,84.1,104,80.6,3.5
Alabama,200106,75.8,20,77.5,-1.7,65.6,49,65.8,-0.2,86.1,16,89.3,-3.2
Arizona,200106,77.5,102,74.4,3.1,60.7,101,57.9,2.8,94.3,108,90.9,3.4
Arkansas,200106,75.5,31,76.5,-1,64.7,39,65.4,-0.7,86.4,42,87.7,-1.3
California,200106,71.4,109,68.2,3.2,56.4,108,53.7,2.7,86.3,105,82.8,3.5
Colorado,200106,63.9,102,61.2,2.7,47.8,97,46.3,1.5,79.8,103,76.2,3.6
Connecticut,200106,68.1,112,65.4,2.7,57,112,54.1,2.9,79.2,107,76.7,2.5
Delaware,200106,73.5,111,70.7,2.8,63.6,113,60.1,3.5,83.4,98,81.3,2.1
Florida,200106,80.1,80,79.5,0.6,69.9,80,69.2,0.7,90.3,78,89.9,0.4
Georgia,200106,76.4,28,77.4,-1,66.1,64,65.7,0.4,86.6,23,89.1,-2.5
Idaho,200106,57.4,77,56.7,0.7,43,65,42.9,0.1,71.9,83,70.4,1.5
Illinois,200106,69.8,29,71.4,-1.6,59.3,45,60,-0.7,80.4,26,82.8,-2.4
Indiana,200106,69.1,32,70.5,-1.4,58.6,45,58.9,-0.3,79.6,22,82.1,-2.5
Iowa,200106,68.3,41,69.1,-0.8,57.7,54,57.7,0,78.9,34,80.6,-1.7
Kansas,200106,72.9,54,73.3,-0.4,60.5,53,60.8,-0.3,85.3,54,85.9,-0.6
Kentucky,200106,71,24,72.6,-1.6,59.4,25,60.8,-1.4,82.6,28,84.3,-1.7
Louisiana,200106,78.3,16,79.8,-1.5,69,33,69.4,-0.4,87.5,11,90.1,-2.6
Maine,200106,63,117,59.8,3.2,51.8,121,48.2,3.6,74.3,110,71.4,2.9
Maryland,200106,72.4,99,70.6,1.8,62,104,59.8,2.2,82.8,88,81.5,1.3
Massachusetts,200106,67.5,115,64.4,3.1,56.3,114,53,3.3,78.7,111,75.7,3
Michigan,200106,64.4,76,63.3,1.1,53.1,92,51,2.1,75.8,65,75.5,0.3
Minnesota,200106,65.1,87,63.7,1.4,53.9,91,52,1.9,76.2,78,75.5,0.7
Mississippi,200106,76.6,16,78.3,-1.7,66.2,39,66.8,-0.6,87,15,89.8,-2.8
Missouri,200106,71.7,35,73,-1.3,61.2,41,61.8,-0.6,82.3,32,84.1,-1.8
Montana,200106,58.4,69,58.3,0.1,45.8,78,45.4,0.4,71,66,71.1,-0.1
Nebraska,200106,68.5,64,68.3,0.2,55.1,53,55.3,-0.2,81.8,66,81.3,0.5
Nevada,200106,67.1,100,63.9,3.2,50.4,88,48.4,2,83.8,103,79.4,4.4
New Hampshire,200106,64.2,113,61.5,2.7,51.9,111,49.2,2.7,76.5,108,73.8,2.7
New Jersey,200106,71,107,68.5,2.5,60.3,110,57.4,2.9,81.7,100,79.7,2
New Mexico,200106,71.5,99,69.2,2.3,54.6,98,52.9,1.7,88.5,102,85.5,3
New York,200106,64.8,92,63.4,1.4,53.7,92,52,1.7,75.9,83,74.9,1
North Carolina,200106,74.3,73,73.6,0.7,64.2,96,62.3,1.9,84.5,48,84.8,-0.3
North Dakota,200106,62.7,60,62.9,-0.2,51.4,77,50.7,0.7,74,53,75.2,-1.2
Ohio,200106,68.4,44,68.9,-0.5,57.5,55,57.2,0.3,79.4,41,80.6,-1.2
Oklahoma,200106,76.8,56,76.9,-0.1,64.7,47,65.3,-0.6,88.8,71,88.5,0.3
Oregon,200106,56.5,54,57.2,-0.7,42.6,33,43.7,-1.1,70.4,55,70.6,-0.2
Pennsylvania,200106,66.8,77,66,0.8,55.3,79,54.2,1.1,78.3,67,77.8,0.5
Rhode Island,200106,68.9,122,64.7,4.2,59.1,124,54.5,4.6,78.7,118,74.9,3.8
South Carolina,200106,77,55,77,0,66.7,79,65.6,1.1,87.3,41,88.4,-1.1
South Dakota,200106,66,71,65.7,0.3,53.9,79,53,0.9,78,62,78.4,-0.4
Tennessee,200106,71.9,20,73.8,-1.9,60.6,23,62,-1.4,83.2,20,85.6,-2.4
Texas,200106,80.9,94,79.6,1.3,68.5,86,67.5,1,93.2,91,91.6,1.6
Utah,200106,67.1,99,64,3.1,51,90,49.2,1.8,83.2,104,78.8,4.4
Vermont,200106,63.2,111,61,2.2,51.2,104,48.9,2.3,75.2,99,73.2,2
Virginia,200106,71.5,71,70.9,0.6,60.6,80,59.4,1.2,82.3,53,82.3,0
Washington,200106,55.6,18,57.7,-2.1,44.3,24,45.6,-1.3,66.9,19,69.9,-3
West Virginia,200106,67.8,51,68.1,-0.3,55.9,54,56.1,-0.2,79.7,48,80,-0.3
Wisconsin,200106,64.4,65,64.1,0.3,53.7,85,52.2,1.5,75.2,47,76,-0.8
Wyoming,200106,59.9,91,57.6,2.3,44.7,89,43.5,1.2,75.1,96,71.7,3.4
Alabama,200105,70.6,61,70.7,-0.1,57.8,47,58.3,-0.5,83.4,70,83,0.4
Arizona,200105,70.8,122,65,5.8,54,120,49.2,4.8,87.6,122,80.8,6.8
Arkansas,200105,70,85,68.6,1.4,58.4,79,57.4,1,81.6,91,79.9,1.7
California,200105,68.6,124,60.7,7.9,53.3,124,47.4,5.9,83.8,124,74.1,9.7
Colorado,200105,53.9,98,51.8,2.1,39.9,108,37.9,2,68,93,65.8,2.2
Connecticut,200105,58.9,93,56.8,2.1,46.6,93,45,1.6,71.1,93,68.6,2.5
Delaware,200105,63.2,77,62.1,1.1,52.3,88,51,1.3,74.2,73,73.3,0.9
Florida,200105,74.9,56,75.1,-0.2,62.5,28,63.5,-1,87.2,80,86.6,0.6
Georgia,200105,70.8,58,71,-0.2,57.5,38,58.5,-1,84.1,72,83.4,0.7
Idaho,200105,52.6,109,49.3,3.3,37.8,95,36.5,1.3,67.5,115,62,5.5
Illinois,200105,64.8,97,62.1,2.7,53.6,98,50.6,3,75.9,87,73.6,2.3
Indiana,200105,64,95,61.3,2.7,52.3,96,49.5,2.8,75.7,89,73.1,2.6
Iowa,200105,60.9,80,59.8,1.1,50.8,97,47.9,2.9,71.1,65,71.7,-0.6
Kansas,200105,65.1,85,63.4,1.7,52.7,89,50.9,1.8,77.5,82,75.8,1.7
Kentucky,200105,66.2,88,64.4,1.8,54.1,88,52.1,2,78.2,78,76.7,1.5
Louisiana,200105,74.3,83,73.4,0.9,63.1,60,62.8,0.3,85.4,93,84.1,1.3
Maine,200105,54.4,115,50.5,3.9,40.4,98,38.7,1.7,68.4,119,62.4,6
Maryland,200105,62.6,67,62.3,0.3,51.3,72,50.8,0.5,74,69,73.7,0.3
Massachusetts,200105,57.8,98,55.7,2.1,45.6,91,44.1,1.5,69.9,96,67.4,2.5
Michigan,200105,57.2,101,53.6,3.6,45.7,111,41.3,4.4,68.7,89,65.9,2.8
Minnesota,200105,56.6,90,54.2,2.4,45.3,103,41.8,3.5,68,81,66.6,1.4
Mississippi,200105,71.7,69,71.3,0.4,59.2,54,59.5,-0.3,84.2,87,83,1.2
Missouri,200105,65.9,90,64.2,1.7,54.9,92,52.7,2.2,76.9,81,75.7,1.2
Montana,200105,53.3,104,50.2,3.1,38.5,83,37.7,0.8,68.1,112,62.8,5.3
Nebraska,200105,59.8,86,58.4,1.4,47.6,98,45.4,2.2,71.9,70,71.4,0.5
Nevada,200105,61.8,124,55,6.8,45.5,122,40.8,4.7,78,124,69.2,8.8
New Hampshire,200105,55.2,101,52.6,2.6,41.2,84,40,1.2,69.1,106,65.2,3.9
New Jersey,200105,61.6,89,59.8,1.8,50.1,95,48.3,1.8,73.1,88,71.3,1.8
New Mexico,200105,63.1,110,60.2,2.9,46.5,112,44.1,2.4,79.7,107,76.3,3.4
New York,200105,57,94,54.5,2.5,45,99,42.8,2.2,69,92,66.1,2.9
North Carolina,200105,66.3,56,66.4,-0.1,53.7,51,54.3,-0.6,79,72,78.6,0.4
North Dakota,200105,56,95,53.7,2.3,42.8,95,40.6,2.2,69.3,95,66.7,2.6
Ohio,200105,61.5,79,60,1.5,50.2,93,48,2.2,72.9,67,72.1,0.8
Oklahoma,200105,69,85,68,1,57.2,79,56.4,0.8,80.8,79,79.7,1.1
Oregon,200105,55,118,50.5,4.5,39.9,99,38,1.9,70.1,120,63,7.1
Pennsylvania,200105,58.6,74,57.6,1,46.2,76,45.4,0.8,71,73,69.9,1.1
Rhode Island,200105,58.9,108,56.1,2.8,47.8,105,45.5,2.3,70,105,66.6,3.4
South Carolina,200105,70.7,66,70.3,0.4,57.3,48,57.9,-0.6,84.2,93,82.7,1.5
South Dakota,200105,57.8,90,56,1.8,45.5,100,43,2.5,70.1,83,69.1,1
Tennessee,200105,66.9,74,66.1,0.8,55,78,53.9,1.1,78.9,68,78.3,0.6
Texas,200105,74.1,100,72.5,1.6,61.8,99,60.2,1.6,86.4,92,84.7,1.7
Utah,200105,59.3,121,54.7,4.6,44.4,118,41.1,3.3,74.2,121,68.2,6
Vermont,200105,54.8,94,52.2,2.6,41.6,89,39.9,1.7,68,97,64.5,3.5
Virginia,200105,63,56,63.2,-0.2,50.8,51,51,-0.2,75.2,62,75.4,-0.2
Washington,200105,53.1,89,51.8,1.3,40.2,64,40.1,0.1,66,96,63.6,2.4
West Virginia,200105,61,72,60.5,0.5,48.5,75,47.6,0.9,73.5,68,73.4,0.1
Wisconsin,200105,57,89,54.6,2.4,45.6,102,42.3,3.3,68.3,77,67,1.3
Wyoming,200105,51.3,107,48.4,2.9,36.9,90,35.6,1.3,65.6,109,61.3,4.3
Alabama,200104,64.7,94,62.8,1.9,52.4,97,50.1,2.3,77,86,75.6,1.4
Arizona,200104,57.5,70,56.7,0.8,42.8,79,41.8,1,72.2,61,71.7,0.5
Arkansas,200104,65.4,119,60.5,4.9,54.2,119,48.9,5.3,76.5,116,72.1,4.4
California,200104,52,27,54,-2,39.7,23,41.6,-1.9,64.4,31,66.5,-2.1
Colorado,200104,45.9,112,42.5,3.4,32.1,117,28.9,3.2,59.6,106,56.1,3.5
Connecticut,200104,47.9,87,46,1.9,35.8,74,34.9,0.9,60,96,57.1,2.9
Delaware,200104,53.9,87,52,1.9,42.3,82,41,1.3,65.6,95,63.1,2.5
Florida,200104,70,80,69.3,0.7,57.5,61,57.4,0.1,82.6,95,81.2,1.4
Georgia,200104,64.2,87,63,1.2,51.2,83,50.2,1,77.2,82,75.8,1.4
Idaho,200104,40.1,50,41,-0.9,28.8,51,29.2,-0.4,51.5,51,52.7,-1.2
Illinois,200104,57.6,120,51.5,6.1,45.5,119,40.3,5.2,69.8,119,62.7,7.1
Indiana,200104,56.5,120,50.6,5.9,44.5,119,39.3,5.2,68.6,119,61.9,6.7
Iowa,200104,52.7,109,48.1,4.6,40.3,110,36.4,3.9,65.1,108,59.8,5.3
Kansas,200104,58.3,115,53.5,4.8,44.9,115,40.4,4.5,71.7,111,66.6,5.1
Kentucky,200104,59.9,119,55.2,4.7,47.4,119,42.9,4.5,72.4,116,67.4,5
Louisiana,200104,69.9,113,66.3,3.6,59.6,113,55.4,4.2,80.3,111,77.2,3.1
Maine,200104,38.1,57,38.3,-0.2,27,39,28.2,-1.2,49.1,69,48.4,0.7
Maryland,200104,54.5,95,52.1,2.4,42.6,90,40.9,1.7,66.4,100,63.4,3
Massachusetts,200104,45.9,78,44.7,1.2,34.1,63,34,0.1,57.7,90,55.5,2.2
Michigan,200104,46.1,110,41.9,4.2,34.8,113,30.9,3.9,57.4,108,52.8,4.6
Minnesota,200104,43.4,82,41.3,2.1,33.4,103,30,3.4,53.4,68,52.7,0.7
Mississippi,200104,66.8,106,63.6,3.2,55.3,107,51.5,3.8,78.3,106,75.6,2.7
Missouri,200104,60.5,119,54.5,6,48.8,122,42.9,5.9,72.2,117,66.2,6
Montana,200104,41.1,69,40.7,0.4,29.3,70,28.7,0.6,52.9,66,52.7,0.2
Nebraska,200104,50.6,101,47.7,2.9,37.7,105,34.5,3.2,63.5,89,60.9,2.6
Nevada,200104,45.7,48,46.6,-0.9,32.7,54,33.1,-0.4,58.6,43,60.1,-1.5
New Hampshire,200104,40.8,60,40.7,0.1,28,33,29.5,-1.5,53.5,78,51.9,1.6
New Jersey,200104,51.4,88,49.3,2.1,39.9,85,38.3,1.6,62.9,96,60.4,2.5
New Mexico,200104,54.2,107,51.4,2.8,37.5,97,35.6,1.9,70.8,106,67.2,3.6
New York,200104,44.4,85,42.8,1.6,32.7,68,32.2,0.5,56.1,90,53.4,2.7
North Carolina,200104,59.8,96,57.8,2,46.9,91,45.4,1.5,72.7,98,70.3,2.4
North Dakota,200104,42.6,82,41.2,1.4,31.1,87,29.3,1.8,54,72,53.1,0.9
Ohio,200104,53.9,116,49.2,4.7,41.4,112,37.8,3.6,66.3,114,60.6,5.7
Oklahoma,200104,63.6,111,59.4,4.2,51.2,115,47,4.2,76,111,71.8,4.2
Oregon,200104,41.8,27,43.9,-2.1,31,28,32.5,-1.5,52.6,31,55.3,-2.7
Pennsylvania,200104,49.2,97,46.8,2.4,37.1,92,35.4,1.7,61.4,98,58.3,3.1
Rhode Island,200104,47.5,88,45.7,1.8,36.5,71,35.8,0.7,58.5,96,55.6,2.9
South Carolina,200104,63.5,92,61.9,1.6,50.4,85,49.2,1.2,76.6,95,74.6,2
South Dakota,200104,46.1,81,44.7,1.4,34.2,98,31.9,2.3,58,69,57.5,0.5
Tennessee,200104,61.3,113,57.6,3.7,49.2,113,45.2,4,73.4,108,70,3.4
Texas,200104,67.8,105,64.8,3,55.6,115,51.8,3.8,79.9,100,77.8,2.1
Utah,200104,47,84,45.5,1.5,34.6,95,32.7,1.9,59.3,73,58.3,1
Vermont,200104,39.9,60,39.9,0,27.9,43,29,-1.1,51.8,69,50.7,1.1
Virginia,200104,56.6,104,54,2.6,43.5,94,41.7,1.8,69.7,105,66.2,3.5
Washington,200104,43.5,34,45.1,-1.6,33.6,43,34.2,-0.6,53.4,29,55.9,-2.5
West Virginia,200104,54.6,112,50.9,3.7,41.1,111,38.4,2.7,68.1,107,63.4,4.7
Wisconsin,200104,46.8,108,42.6,4.2,35.5,114,31.3,4.2,58.1,100,53.9,4.2
Wyoming,200104,41.1,91,38.8,2.3,28.9,103,26.5,2.4,53.3,85,51.1,2.2
Alabama,200103,51.4,20,55.1,-3.7,41.1,39,42.9,-1.8,61.8,9,67.2,-5.4
Arizona,200103,51.8,92,49.5,2.3,37.9,88,35.8,2.1,65.8,84,63.1,2.7
Arkansas,200103,47.9,26,51.3,-3.4,37.8,36,39.9,-2.1,57.9,17,62.6,-4.7
California,200103,52.6,110,48.8,3.8,40.9,110,37.6,3.3,64.3,108,60,4.3
Colorado,200103,36,83,33.7,2.3,24.2,105,20.5,3.7,47.9,69,46.8,1.1
Connecticut,200103,34.1,48,35.4,-1.3,26.3,70,25.7,0.6,42,28,45.2,-3.2
Delaware,200103,41.2,47,42.7,-1.5,31.7,48,32.7,-1,50.7,48,52.8,-2.1
Florida,200103,64.3,61,64,0.3,53.2,65,52.5,0.7,75.3,50,75.5,-0.2
Georgia,200103,53.8,43,55.4,-1.6,42.7,57,43.2,-0.5,64.9,28,67.5,-2.6
Idaho,200103,36.6,107,32.6,4,25.8,106,22.4,3.4,47.2,104,42.8,4.4
Illinois,200103,37.1,36,39.8,-2.7,27.4,33,30,-2.6,46.8,38,49.6,-2.8
Indiana,200103,37.2,40,39.5,-2.3,27.6,39,29.5,-1.9,46.7,34,49.6,-2.9
Iowa,200103,30.2,22,34.6,-4.4,22,36,24.5,-2.5,38.4,16,44.8,-6.4
Kansas,200103,41.1,42,42.4,-1.3,30.3,65,29.6,0.7,51.9,28,55.1,-3.2
Kentucky,200103,41.4,23,45.4,-4,30.9,24,34.2,-3.3,51.9,24,56.5,-4.6
